customer_id,customer_name,segment,country,city,state,region
SH-13012,Sharon Harris,Corporate,United States,Des Plaines,Illinois,Central
RT-14049,Richard Turner,Corporate,United States,Perth Amboy,New Jersey,East
AC-10750,Amanda Campbell,Corporate,United States,Saint Charles,Missouri,Central
DA-10007,Dorothy Adams,Corporate,United States,Saint Charles,Illinois,Central
CM-10870,Charles Mitchell,Home Office,United States,Roseville,Minnesota,Central
LG-11045,Lisa Gonzalez,Home Office,United States,Medford,Oregon,West
KS-10058,Karen Sanchez,Corporate,United States,Bakersfield,California,West
JG-11131,Joseph Green,Consumer,United States,San Marcos,Texas,Central
AN-13091,Anthony Nelson,Consumer,United States,Oceanside,California,West
CC-13973,Charles Collins,Home Office,United States,Bellevue,Washington,West
TY-10286,Timothy Young,Corporate,United States,Austin,Texas,Central
ML-12378,Mark Lee,Corporate,United States,Corpus Christi,Texas,Central
SK-11956,Sharon King,Consumer,United States,Auburn,New York,East
MG-11096,Matthew Gomez,Corporate,United States,Nashville,Tennessee,South
JM-14163,Jessica Martin,Home Office,United States,Murrieta,California,West
BN-10915,Betty Nguyen,Corporate,United States,Jacksonville,Florida,South
BR-12319,Barbara Rivera,Consumer,United States,Columbia,Missouri,Central
JB-13469,Jennifer Baker,Home Office,United States,North Miami,Florida,South
RC-13994,Rebecca Cruz,,United States,Orland Park,Illinois,Central
BT-10530,Brian Turner,Home Office,United States,Dearborn,Michigan,Central
CT-12063,Carol Taylor,Consumer,United States,Auburn,New York,East
TT-11727,Timothy Taylor,Corporate,United States,West Palm Beach,Florida,South
PG-12651,Patricia Green,Corporate,United States,Santa Maria,California,West
RP-10780,Richard Phillips,Home Office,United States,La Porte,Texas,Central
MW-10510,Mark Williams,Corporate,United States,Hickory,North Carolina,South
AF-10262,Andrew Flores,Home Office,United States,Denver,Colorado,West
JM-13675,James Miller,Home Office,United States,Riverside,California,West
CH-10350,Charles Hall,Consumer,United States,Springfield,Oregon,West
KC-10811,Kimberly Campbell,Home Office,United States,Baltimore,Maryland,East
AG-12476,Andrew Garcia,Consumer,United States,Canton,Michigan,Central
RN-12878,Ronald Nguyen,Consumer,United States,Urbandale,Iowa,Central
SL-13910,Susan Lee,Corporate,United States,Coral Gables,Florida,South
MB-12000,Michael Baker,Corporate,United States,Orange,New Jersey,East
JH-13057,Jeffrey Harris,Corporate,United States,Lodi,California,West
PS-11334,Patricia Smith,,United States,Mount Vernon,New York,East
AC-10726,Amanda Carter,Home Office,United States,Taylor,Michigan,Central
BT-12942,Brian Turner,Corporate,United States,Reading,Pennsylvania,East
DR-12469,Dorothy Ramirez,Consumer,United States,Des Moines,Washington,West
ML-10627,Michael Lee,Corporate,United States,Irving,Texas,Central
AE-11261,Andrew Edwards,Consumer,United States,Lawton,Oklahoma,Central
AW-11533,Anthony White,Home Office,United States,Independence,Missouri,Central
RD-13100,Ronald Diaz,Consumer,United States,Holland,Michigan,Central
NH-11809,Nancy Hall,Corporate,United States,Canton,Michigan,Central
LD-11039,Lisa Davis,Home Office,United States,La Mesa,California,West
RM-10479,Robert Martin,Corporate,United States,Lewiston,Idaho,West
CM-11686,Charles Moore,Home Office,United States,Parker,Colorado,West
GR-12192,George Roberts,Consumer,United States,Holland,Michigan,Central
BB-13759,Betty Brown,Corporate,United States,Huntsville,Texas,Central
AJ-13829,Ashley Jones,Home Office,United States,Marion,Iowa,Central
BM-10434,Barbara Moore,Corporate,United States,Bozeman,Montana,West
EK-10237,Emily King,Corporate,United States,Thousand Oaks,California,West
KR-11656,Kenneth Rodriguez,Home Office,United States,Mesa,Arizona,West
JH-11369,Jeffrey Harris,Home Office,United States,Odessa,Texas,Central
MW-12899,Melissa Wright,Consumer,United States,El Paso,Texas,Central
AC-12478,Amanda Clark,Corporate,United States,Dover,New Hampshire,East
JG-12976,Jessica Gonzalez,Consumer,United States,Austin,Texas,Central
JE-13593,Joshua Evans,Corporate,United States,Glenview,Illinois,Central
SM-13019,Sandra Martin,Home Office,United States,Lancaster,California,West
PM-11399,Paul Mitchell,Home Office,United States,Saint Peters,Missouri,Central
NF-10326,Nancy Flores,Home Office,United States,Pearland,Texas,Central
PL-13185,Paul Lewis,Home Office,United States,Warner Robins,Georgia,South
AA-12001,Ashley Adams,Consumer,United States,Dallas,Texas,Central
SE-10719,Steven Edwards,Home Office,United States,Lakewood,Ohio,East
BL-12094,Barbara Lewis,Corporate,United States,Santa Clara,California,West
SA-12830,Steven Adams,Corporate,United States,Tallahassee,Florida,South
AF-11177,Amanda Flores,Consumer,United States,Aurora,Illinois,Central
ML-12734,Michael Lee,Corporate,United States,Mission Viejo,California,West
AK-13665,Ashley King,Consumer,United States,Bedford,Texas,Central
JN-12412,Jason Nguyen,Home Office,United States,Harlingen,Texas,Central
DW-11441,Donna Williams,Corporate,United States,Pasadena,Texas,Central
BP-13707,Brian Perez,Corporate,United States,Rochester,New York,East
LY-11280,Laura Young,Consumer,United States,Nashville,Tennessee,South
KB-13557,Kevin Brown,Consumer,United States,Baltimore,Maryland,East
MH-11010,Margaret Hall,Consumer,United States,Overland Park,Kansas,Central
DT-11516,David Taylor,Home Office,United States,Garland,Texas,Central
CS-13354,Carol Sanchez,Home Office,United States,Des Moines,Washington,West
PH-14165,Patricia Harris,Consumer,United States,Henderson,Nevada,West
RT-10204,Richard Turner,Home Office,United States,New York City,New York,East
MT-11547,Margaret Torres,Home Office,United States,Englewood,Colorado,West
RT-11493,Robert Taylor,Consumer,United States,Frisco,Texas,Central
ET-10965,Emily Torres,Home Office,United States,Montgomery,Alabama,South
MR-13856,Mark Rivera,,United States,Chesapeake,Virginia,South
JP-13615,John Perez,Consumer,United States,Eagan,Minnesota,Central
JW-11315,Jennifer White,Consumer,United States,Clarksville,Tennessee,South
SH-14197,Steven Hernandez,Home Office,United States,Paterson,New Jersey,East
BC-12767,Barbara Clark,Home Office,United States,Clifton,New Jersey,East
EW-13797,Edward White,Consumer,United States,Rochester,Minnesota,Central
SG-12805,Stephanie Green,Corporate,United States,Burlington,Vermont,East
JD-11162,Jason Davis,Corporate,United States,Leominster,Massachusetts,East
KS-11572,Kimberly Smith,Consumer,United States,Tampa,Florida,South
AN-12265,Amanda Nelson,Home Office,United States,Long Beach,California,West
AA-11618,Amanda Anderson,Home Office,United States,Des Moines,Washington,West
JD-13163,James Davis,Consumer,United States,Norman,Oklahoma,Central
AM-11200,Amanda Miller,Consumer,United States,Pueblo,Colorado,West
DM-11375,Dorothy Mitchell,Home Office,United States,Davis,California,West
BN-12332,Barbara Nelson,Consumer,United States,Passaic,New Jersey,East
DT-11060,Donna Torres,Corporate,United States,Franklin,Tennessee,South
ML-12965,Michael Lopez,Consumer,United States,Florence,South Carolina,South
JM-10347,Jason Martin,Corporate,United States,Brownsville,Texas,Central
RH-11657,Rebecca Hernandez,Consumer,United States,Columbia,South Carolina,South
LS-12510,Laura Scott,Home Office,United States,Phoenix,Arizona,West
GR-11244,George Rivera,Home Office,United States,Greenville,North Carolina,South
DC-11523,David Campbell,Corporate,United States,Clarksville,Tennessee,South
JT-13203,Joshua Thomas,Corporate,United States,Inglewood,California,West
BS-13518,Barbara Scott,Home Office,United States,Bossier City,Louisiana,South
AN-11188,Andrew Nguyen,Consumer,United States,San Clemente,California,West
AH-14004,Anthony Hall,Home Office,United States,Carrollton,Texas,Central
SH-10022,Sarah Hall,Home Office,United States,San Diego,California,West
JL-12944,Jessica Lopez,Corporate,United States,Superior,Wisconsin,Central
SW-11120,Sharon White,Corporate,United States,Pasadena,Texas,Central
RS-12544,Robert Scott,Consumer,United States,Highland Park,Illinois,Central
MP-10465,Melissa Perez,Corporate,United States,Fresno,California,West
WH-13191,William Hill,Consumer,United States,Longmont,Colorado,West
AJ-11904,Amanda Jackson,Home Office,United States,Marlborough,Massachusetts,East
SH-13673,Susan Hernandez,Corporate,United States,Encinitas,California,West
EA-12623,Emily Anderson,Corporate,United States,Waco,Texas,Central
TW-14089,Thomas Walker,Consumer,United States,Hattiesburg,Mississippi,South
DY-12768,Dorothy Young,Home Office,United States,Apple Valley,California,West
JB-12083,Jennifer Brown,Home Office,United States,Coral Springs,Florida,South
SM-13422,Steven Martin,,United States,Providence,Rhode Island,East
JC-10203,John Carter,Consumer,United States,Minneapolis,Minnesota,Central
ET-10199,Edward Turner,Corporate,United States,Manhattan,Kansas,Central
DJ-12201,Donna Johnson,Corporate,United States,Margate,Florida,South
BH-12166,Barbara Hernandez,,United States,Columbia,South Carolina,South
DE-12591,David Edwards,Home Office,United States,Waynesboro,Virginia,South
JS-10642,John Sanchez,Home Office,United States,San Antonio,Texas,Central
CH-11313,Carol Hernandez,Corporate,United States,Huntsville,Alabama,South
JT-11867,Jeffrey Thomas,Home Office,United States,Lebanon,Tennessee,South
KC-11259,Karen Clark,Consumer,United States,Fairfield,Connecticut,East
MM-12823,Michael Miller,Home Office,United States,Houston,Texas,Central
RL-12774,Richard Lewis,Consumer,United States,Fremont,Nebraska,Central
AR-13538,Andrew Ramirez,Home Office,United States,Irving,Texas,Central
MM-13888,Michelle Moore,Corporate,United States,Haltom City,Texas,Central
KT-10176,Kenneth Thomas,Corporate,United States,Baltimore,Maryland,East
JG-12119,Jeffrey Green,Home Office,United States,Deer Park,Texas,Central
NM-11235,Nancy Moore,Corporate,United States,Manteca,California,West
JH-10279,Jennifer Hill,Corporate,United States,Wilmington,Delaware,East
DN-11876,Deborah Nguyen,Consumer,United States,Camarillo,California,West
PC-13401,Patricia Collins,Corporate,United States,Coachella,California,West
RD-13152,Ronald Diaz,Corporate,United States,Arlington,Texas,Central
LT-11801,Lisa Thompson,Corporate,United States,Murrieta,California,West
PL-11661,Paul Lopez,Home Office,United States,Mentor,Ohio,East
EC-13329,Elizabeth Cruz,Consumer,United States,Auburn,Washington,West
ML-12909,Mark Lewis,Consumer,United States,East Point,Georgia,South
KY-11564,Kenneth Young,Consumer,United States,Wichita,Kansas,Central
JC-12377,Jeffrey Collins,Corporate,United States,Park Ridge,Illinois,Central
AG-11994,Andrew Gomez,Home Office,United States,Clarksville,Tennessee,South
MJ-11821,Mary Jackson,Consumer,United States,Sterling Heights,Michigan,Central
EP-11638,Elizabeth Parker,Home Office,United States,Lake Elsinore,California,West
DC-13262,Daniel Cruz,,United States,Brownsville,Texas,Central
GJ-11731,George Jones,Corporate,United States,Montebello,California,West
JH-14056,Jessica Harris,Corporate,United States,Westland,Michigan,Central
KN-11126,Kevin Nguyen,Corporate,United States,Salinas,California,West
JD-12360,Joshua Diaz,Consumer,United States,Yucaipa,California,West
BN-12342,Brian Nguyen,Corporate,United States,Riverside,California,West
DA-12580,David Adams,Corporate,United States,League City,Texas,Central
AC-12951,Anthony Carter,Consumer,United States,Davis,California,West
BR-12839,Brian Robinson,Home Office,United States,Lincoln Park,Michigan,Central
WC-10801,William Campbell,Corporate,United States,Camarillo,California,West
AE-10819,Amanda Evans,Home Office,United States,Belleville,New Jersey,East
EM-11012,Elizabeth Moore,Corporate,United States,Arlington,Virginia,South
RT-11457,Rebecca Taylor,Consumer,United States,Olympia,Washington,West
JH-11021,James Hernandez,Corporate,United States,Jupiter,Florida,South
MY-14123,Mark Young,Home Office,United States,North Las Vegas,Nevada,West
AW-12110,Andrew Wright,Corporate,United States,Nashville,Tennessee,South
GF-13193,George Flores,Consumer,United States,Altoona,Pennsylvania,East
MM-13220,Melissa Moore,Home Office,United States,Monroe,Louisiana,South
AT-12394,Anthony Thompson,Home Office,United States,Redlands,California,West
PG-11245,Paul Green,Home Office,United States,Pensacola,Florida,South
CL-12884,Charles Lewis,Corporate,United States,Lebanon,Tennessee,South
DH-12991,Deborah Hill,Consumer,United States,Norfolk,Nebraska,Central
GC-12541,George Campbell,Consumer,United States,Elyria,Ohio,East
WJ-10576,William Jones,Home Office,United States,Pleasant Grove,Utah,West
MJ-12872,Michelle Jones,,United States,Lake Elsinore,California,West
CS-11327,Chris Smith,Home Office,United States,Cambridge,Massachusetts,East
JS-11301,John Scott,Consumer,United States,Jupiter,Florida,South
DR-10446,Daniel Ramirez,Corporate,United States,Canton,Michigan,Central
EL-11407,Elizabeth Lee,Home Office,United States,San Antonio,Texas,Central
ER-11825,Emily Rivera,Consumer,United States,Chicago,Illinois,Central
MA-12667,Margaret Allen,Home Office,United States,Canton,Michigan,Central
MH-10039,Matthew Hill,Home Office,United States,Lewiston,Maine,East
EJ-13490,Elizabeth Jones,Corporate,United States,Greensboro,North Carolina,South
JH-13050,Jessica Hill,Home Office,United States,East Orange,New Jersey,East
WW-10529,William Williams,Corporate,United States,Henderson,Nevada,West
AG-11395,Anthony Gomez,Home Office,United States,Ontario,California,West
MT-12836,Margaret Thompson,Consumer,United States,Jefferson City,Missouri,Central
GM-11053,George Martin,Consumer,United States,Miami,Florida,South
BC-13264,Betty Clark,Consumer,United States,Lincoln Park,Michigan,Central
LT-14182,Lisa Torres,,United States,Redondo Beach,California,West
DS-10435,Daniel Smith,Consumer,United States,Norwich,Connecticut,East
MT-13041,Matthew Torres,Consumer,United States,Bossier City,Louisiana,South
MH-12405,Michael Hall,Corporate,United States,Jonesboro,Arkansas,South
AJ-14059,Andrew Johnson,Consumer,United States,Missouri City,Texas,Central
SD-12429,Susan Diaz,Corporate,United States,Saint Cloud,Minnesota,Central
CW-13547,Chris Wilson,Consumer,United States,Columbus,Georgia,South
WM-13219,William Martinez,Home Office,United States,Orlando,Florida,South
SK-13603,Susan King,Consumer,United States,Coral Springs,Florida,South
AK-12874,Ashley King,Consumer,United States,Mount Pleasant,Michigan,Central
JJ-14036,Joseph Jackson,Corporate,United States,Cottage Grove,Minnesota,Central
JP-11923,John Perez,Home Office,United States,Elmhurst,Illinois,Central
KR-10329,Kenneth Rivera,Home Office,United States,Roseville,Michigan,Central
MW-10161,Mary Williams,Corporate,United States,Niagara Falls,New York,East
GN-10244,George Nguyen,Home Office,United States,Cambridge,Massachusetts,East
MK-10323,Michael King,Consumer,United States,Mentor,Ohio,East
JJ-13562,Jennifer Jones,Corporate,United States,Rogers,Arkansas,South
MP-11152,Michael Perez,Consumer,United States,Jonesboro,Arkansas,South
ME-10150,Melissa Edwards,Home Office,United States,Linden,New Jersey,East
KM-13287,Kimberly Martin,Consumer,United States,Murray,Kentucky,South
GR-13552,George Rodriguez,Home Office,United States,San Gabriel,California,West
ST-13522,Stephanie Turner,Consumer,United States,Miami,Florida,South
CA-12473,Carol Adams,,United States,Farmington,New Mexico,West
NJ-12833,Nancy Jackson,Consumer,United States,Hoover,Alabama,South
KW-10388,Kevin Wilson,Consumer,United States,Troy,New York,East
DC-13080,Donald Carter,Home Office,United States,New Castle,Indiana,Central
EH-14063,Emily Hernandez,Corporate,United States,Antioch,California,West
AM-10407,Amanda Miller,Home Office,United States,Roseville,Minnesota,Central
SW-13343,Sarah Wilson,Home Office,United States,Coon Rapids,Minnesota,Central
SC-12217,Susan Carter,Corporate,United States,Macon,Georgia,South
SH-13688,Steven Hernandez,Consumer,United States,Aurora,Illinois,Central
MR-10842,Matthew Ramirez,Home Office,United States,Torrance,California,West
JP-13036,James Parker,Home Office,United States,Draper,Utah,West
TM-12423,Timothy Mitchell,Corporate,United States,Athens,Georgia,South
LT-10537,Linda Turner,Home Office,United States,Norfolk,Nebraska,Central
CN-12074,Carol Nguyen,Corporate,United States,Chattanooga,Tennessee,South
DM-10393,Deborah Martinez,Corporate,United States,Fort Lauderdale,Florida,South
RL-13463,Robert Lopez,Corporate,United States,La Crosse,Wisconsin,Central
LT-10021,Lisa Thompson,Home Office,United States,La Porte,Indiana,Central
EM-13646,Edward Martin,Home Office,United States,San Gabriel,California,West
SW-11507,Sarah Wilson,Consumer,United States,Cleveland,Ohio,East
BB-11292,Brian Baker,Corporate,United States,Fremont,Nebraska,Central
BW-13044,Brian White,Home Office,United States,Westfield,New Jersey,East
RG-13607,Richard Gonzalez,Corporate,United States,Edmond,Oklahoma,Central
DL-10712,Donald Lee,Consumer,United States,Coppell,Texas,Central
ET-10455,Emily Turner,Consumer,United States,Jamestown,New York,East
DM-10806,Dorothy Martinez,Consumer,United States,Fremont,Nebraska,Central
AJ-13698,Ashley Johnson,Home Office,United States,Niagara Falls,New York,East
JH-11070,Jennifer Hernandez,Home Office,United States,Columbia,Missouri,Central
LD-12636,Linda Diaz,Corporate,United States,Monroe,North Carolina,South
JG-10618,Jeffrey Green,Corporate,United States,Saint Charles,Illinois,Central
DW-11757,David Wright,Corporate,United States,Cranston,Rhode Island,East
KW-11957,Karen Williams,Corporate,United States,Long Beach,California,West
BC-10073,Betty Campbell,Consumer,United States,Sioux Falls,South Dakota,Central
DR-13217,Donna Rodriguez,Consumer,United States,Bellevue,Washington,West
CL-11497,Carol Lee,Home Office,United States,Warwick,Rhode Island,East
JJ-11326,John Jones,Home Office,United States,El Paso,Texas,Central
AS-13267,Ashley Scott,Home Office,United States,Clovis,New Mexico,West
JJ-12206,John Jackson,Corporate,United States,Texarkana,Arkansas,South
JW-12488,Jennifer White,Home Office,United States,Santa Ana,California,West
EC-10273,Elizabeth Collins,Consumer,United States,Lafayette,Louisiana,South
MS-12260,Mary Sanchez,Corporate,United States,Gulfport,Mississippi,South
JP-11106,Jason Phillips,Corporate,United States,Pharr,Texas,Central
SA-10405,Sandra Adams,Consumer,United States,Minneapolis,Minnesota,Central
AP-14070,Anthony Parker,,United States,Fort Worth,Texas,Central
RL-10602,Robert Lewis,Home Office,United States,Waterbury,Connecticut,East
EW-12249,Elizabeth White,Home Office,United States,Daytona Beach,Florida,South
BK-13210,Barbara King,Home Office,United States,Auburn,Alabama,South
SS-11032,Steven Smith,Consumer,United States,Pasadena,California,West
WC-13729,William Clark,Consumer,United States,Wheeling,West Virginia,East
BS-13126,Betty Smith,Corporate,United States,Montebello,California,West
LW-13916,Lisa Williams,Consumer,United States,Port Orange,Florida,South
AM-13159,Ashley Martin,Home Office,United States,Florence,Kentucky,South
KP-11329,Kevin Parker,Home Office,United States,Midland,Michigan,Central
SW-10940,Sharon Williams,Corporate,United States,Bullhead City,Arizona,West
DC-12574,Donna Campbell,Home Office,United States,Margate,Florida,South
MS-12107,Margaret Sanchez,Home Office,United States,Santa Clara,California,West
MM-13653,Michael Martinez,Consumer,United States,Lewiston,Idaho,West
DR-13268,Dorothy Rodriguez,Corporate,United States,Manteca,California,West
NT-11931,Nancy Turner,Home Office,United States,Midland,Michigan,Central
AB-10256,Amanda Brown,Consumer,United States,Burlington,North Carolina,South
DA-14107,Donna Adams,Corporate,United States,Noblesville,Indiana,Central
DE-13103,David Edwards,Consumer,United States,Citrus Heights,California,West
AR-14195,Anthony Ramirez,Home Office,United States,Plano,Texas,Central
PF-13306,Paul Flores,Corporate,United States,Sacramento,California,West
MB-12649,Margaret Brown,Consumer,United States,Apple Valley,California,West
KD-10001,Kenneth Davis,Home Office,United States,Jackson,Michigan,Central
LN-10974,Lisa Nelson,Consumer,United States,Richmond,Virginia,South
RC-11042,Robert Cruz,Corporate,United States,Logan,Utah,West
DA-14074,Donald Allen,Home Office,United States,Morgan Hill,California,West
NG-11791,Nancy Garcia,Home Office,United States,Pensacola,Florida,South
DJ-11377,Dorothy Jackson,Home Office,United States,Malden,Massachusetts,East
JC-13216,Joshua Cruz,Corporate,United States,Temecula,California,West
NR-13034,Nancy Rodriguez,Consumer,United States,Danville,Illinois,Central
MS-11183,Matthew Scott,Home Office,United States,Missouri City,Texas,Central
DY-11163,Donald Young,Consumer,United States,Kent,Washington,West
MR-12578,Michael Ramirez,Consumer,United States,Wilson,North Carolina,South
AA-14167,Anthony Anderson,Corporate,United States,Oceanside,California,West
RB-10274,Robert Brown,Corporate,United States,Richmond,Virginia,South
DA-10233,Donald Adams,Corporate,United States,Roseville,Minnesota,Central
MW-10313,Mark Wright,Corporate,United States,Chandler,Arizona,West
JC-12463,James Collins,Corporate,United States,Apple Valley,California,West
JN-11494,John Nelson,Home Office,United States,Richmond,Indiana,Central
