user_id,transaction_date,region,product_category,sale_amount,price,status,city,age,subscription,email,username,raw_timestamp,store_id
U1424,2025-01-19,South,Electronics,3186.46,195.26,Pending,Chennai,38,Free,u1424@outlook.com,user_1424,2025-01-19 23:05:46,S015
U1678,2024-06-12,West,Toys,1078.08,,,Surat,21,Standard,u1678@company.com,user_1678,2024-06-12 04:08:15,S011
U1849,2024-12-16,South,Groceries,3700.29,586.04,,Mumbai,42,Basic,u1849@yahoo.com,user_1849,2024-12-16 03:55:16,S023
U1219,2025-04-19,South,Electronics,4543.88,545.78,,Delhi,47,Basic,u1219@gmail.com,user_1219,2025-04-19 03:36:02,S016
U1322,2025-02-04,North,Furniture,3528.15,820.5,Active,Bangalore,64,Basic,,user_1322,2025-02-04 15:37:55,S002
U1393,2025-06-13,South,Furniture,4718.84,,Inactive,Delhi,57,Basic,u1393@yahoo.com,user_1393,2025-06-13 18:50:51,S007
U1736,2025-02-21,West,Office Supplies,973.57,1837.52,Pending,Bangalore,21,Free,u1736@gmail.com,user_1736,2025-02-21 11:58:17,S025
U1550,2024-07-31,West,Office Supplies,4006.28,1316.32,,Lucknow,50,Premium,u1550@company.com,user_1550,2024-07-31 23:22:05,S017
U1702,2024-08-20,South,Furniture,2885.85,631.64,Pending,Delhi,23,Basic,u1702@yahoo.com,user_1702,2024-08-20 09:44:45,S017
U1094,2025-06-24,North,Toys,4723.08,,Pending,Delhi,55,Premium,u1094@outlook.com,user_1094,2025-06-24 17:20:03,S018
U1662,2025-03-10,East,Office Supplies,586.58,,Pending,Mumbai,33,Basic,u1662@gmail.com,user_1662,2025-03-10 00:48:58,S010
U1386,2025-04-16,West,Groceries,2708.68,805.47,Pending,Mumbai,52,Standard,u1386@gmail.com,user_1386,2025-04-16 22:04:01,S010
U1004,2024-02-08,East,Toys,1896.85,,Pending,Kolkata,48,Basic,,,2024-02-08 23:15:14,S023
U1664,2025-05-04,East,Toys,3816.39,1796.89,,Delhi,19,Standard,u1664@company.com,user_1664,2025-05-04 03:30:45,S018
U1214,2025-04-30,East,Groceries,2955.67,942.79,,Delhi,20,Standard,u1214@company.com,user_1214,2025-04-30 22:26:13,S015
U1104,2024-06-28,South,Groceries,1239.98,1213.98,Pending,Hyderabad,25,Basic,u1104@company.com,user_1104,2024-06-28 08:19:43,S017
U1361,2024-09-12,West,Furniture,872.51,335.42,Pending,Bangalore,64,Basic,u1361@gmail.com,,2024-09-12 06:09:38,S019
U1665,2025-03-05,East,Clothing,2966.87,22.93,Inactive,Chennai,36,Standard,u1665@outlook.com,user_1665,2025-03-05 12:06:22,S012
U1655,2024-08-23,South,Office Supplies,2995.26,908.1,Pending,Delhi,63,Basic,u1655@company.com,user_1655,2024-08-23 21:39:48,S024
U1298,2024-02-23,South,Electronics,1057.88,1064.1,Active,Delhi,50,Basic,u1298@yahoo.com,user_1298,2024-02-23 23:56:09,S023
U1342,2024-01-22,East,Office Supplies,4412.22,1522.92,Active,Bangalore,45,Premium,u1342@yahoo.com,user_1342,2024-01-22 01:52:01,S019
U1065,2024-03-26,East,Furniture,517.09,1566.4,Pending,Kolkata,47,Premium,u1065@yahoo.com,user_1065,2024-03-26 17:26:34,S016
U1320,2025-05-31,West,Toys,2350.16,1539.92,Pending,Mumbai,58,Free,,user_1320,2025-05-31 03:36:15,S019
U1657,2024-09-11,East,Clothing,1456.38,1384.95,Inactive,Delhi,39,Standard,u1657@company.com,user_1657,2024-09-11 21:42:41,S013
U1105,2024-12-14,South,Furniture,1340.61,1832.83,Inactive,Bangalore,36,Free,u1105@outlook.com,user_1105,2024-12-14 18:10:25,S019
U1337,2025-06-23,South,Groceries,1088.73,125.79,Active,Bangalore,59,Standard,u1337@outlook.com,user_1337,2025-06-23 18:39:22,S005
U1739,2024-01-04,South,Furniture,3189.75,1160.97,Active,Mumbai,27,Free,u1739@yahoo.com,user_1739,2024-01-04 06:22:13,S007
U1717,2024-04-22,East,Electronics,2233.14,831.79,Inactive,Delhi,64,Free,u1717@gmail.com,user_1717,2024-04-22 16:13:35,S011
U1638,2024-02-19,West,Toys,585.16,105.99,Active,Delhi,39,Premium,u1638@company.com,user_1638,2024-02-19 06:44:43,S021
U1453,2025-01-22,East,Groceries,4054.91,139.96,Pending,Mumbai,40,Basic,u1453@outlook.com,user_1453,2025-01-22 20:50:27,S009
U1898,2025-06-21,East,Clothing,2800.1,948.48,,Delhi,44,Premium,u1898@company.com,user_1898,2025-06-21 11:25:00,S001
U1895,2024-03-30,East,Toys,4444.63,837.06,,Delhi,61,Free,u1895@company.com,user_1895,2024-03-30 18:38:05,S005
U1273,2025-05-14,South,Furniture,1880.17,1282.77,Active,Bangalore,41,Free,u1273@outlook.com,user_1273,2025-05-14 11:14:15,S013
U1347,2025-04-24,East,Office Supplies,3628.83,839.55,Pending,Pune,25,Basic,u1347@gmail.com,user_1347,2025-04-24 04:11:12,S006
U1149,2024-03-15,West,Furniture,3595.82,394.99,Pending,Bangalore,58,Premium,u1149@company.com,user_1149,2024-03-15 22:42:28,S016
U1667,2025-06-19,North,Clothing,3937.49,727.03,,Mumbai,60,Free,u1667@gmail.com,user_1667,2025-06-19 18:40:31,S004
U1639,2024-01-13,West,Clothing,2605.78,570.85,Active,Bangalore,43,Standard,,user_1639,2024-01-13 19:02:09,S015
U1523,2024-09-16,South,Office Supplies,3039.22,1901.25,Pending,Delhi,22,Basic,u1523@company.com,user_1523,2024-09-16 11:15:04,S007
U1804,2025-05-25,North,Clothing,3499.83,,Active,Hyderabad,24,Premium,u1804@company.com,user_1804,2025-05-25 15:11:12,S009
U1484,2024-04-29,South,Groceries,4697.87,1398.05,Active,Mumbai,61,Basic,u1484@company.com,user_1484,2024-04-29 07:37:58,S022
U1291,2025-01-31,South,Groceries,1680.05,178.24,,Hyderabad,59,Standard,u1291@yahoo.com,user_1291,2025-01-31 05:32:00,S001
U1188,2024-06-18,South,Groceries,3118.42,,,Delhi,44,Free,u1188@outlook.com,user_1188,2024-06-18 18:58:56,S020
U1266,2024-06-15,South,Clothing,3740.89,272.43,Active,Delhi,58,Standard,u1266@yahoo.com,user_1266,2024-06-15 09:21:36,S013
U1279,2024-10-15,North,Electronics,4360.82,951.43,Active,Jaipur,52,Standard,u1279@gmail.com,user_1279,2024-10-15 07:02:09,S009
U1206,2025-02-20,South,Electronics,2587.17,643.37,,Hyderabad,61,Premium,u1206@yahoo.com,user_1206,2025-02-20 01:56:39,S010
U1010,2024-02-03,South,Office Supplies,3889.02,,,Mumbai,20,Free,u1010@yahoo.com,user_1010,2024-02-03 08:29:25,S024
U1067,2024-12-27,West,Office Supplies,2495.86,,Pending,Delhi,53,Free,u1067@yahoo.com,user_1067,2024-12-27 17:32:28,S014
U1066,2025-03-30,West,Furniture,2826.12,293.26,Pending,Bangalore,30,Free,u1066@yahoo.com,,2025-03-30 18:50:49,S008
U1178,2025-01-20,South,Office Supplies,2959.01,164.9,Pending,Delhi,29,Free,u1178@outlook.com,user_1178,2025-01-20 15:56:38,S001
U1434,2024-07-26,North,Electronics,4797.33,600.03,,Jaipur,44,Standard,u1434@outlook.com,,2024-07-26 08:45:35,S022
U1016,2024-05-29,South,Furniture,1931.84,1368.96,Inactive,Delhi,39,Free,u1016@yahoo.com,user_1016,2024-05-29 23:13:18,S017
U1193,2024-03-12,South,Toys,1868.83,,,Chennai,40,Free,u1193@gmail.com,user_1193,2024-03-12 12:25:44,S019
U1003,2024-07-31,North,Electronics,1228.3,676.77,Pending,Mumbai,47,Standard,u1003@outlook.com,user_1003,2024-07-31 01:40:30,S023
U1302,2024-11-25,North,Office Supplies,4908.34,282.75,Pending,Delhi,50,Standard,u1302@outlook.com,user_1302,2024-11-25 02:07:35,S001
U1407,2024-06-03,North,Office Supplies,674.41,1300.41,Pending,Mumbai,26,Free,u1407@gmail.com,,2024-06-03 02:50:50,S004
U1650,2024-06-29,West,Furniture,392.83,603.69,,Hyderabad,48,Basic,u1650@outlook.com,user_1650,2024-06-29 01:05:57,S014
U1688,2025-04-05,South,Toys,739.29,1103.75,Inactive,Mumbai,26,Basic,u1688@yahoo.com,user_1688,2025-04-05 16:26:55,S018
U1170,2024-07-03,South,Groceries,1720.69,1996.88,,Lucknow,35,Standard,u1170@company.com,user_1170,2024-07-03 13:52:46,S011
U1205,2024-11-15,South,Toys,3266.9,1039.98,Active,Delhi,19,Standard,,user_1205,2024-11-15 18:14:00,S003
U1690,2024-07-30,South,Office Supplies,1212.12,,Pending,Bangalore,48,Standard,u1690@outlook.com,user_1690,2024-07-30 13:42:27,S008
U1292,2024-08-28,North,Office Supplies,1632.56,285.36,Inactive,Delhi,24,Basic,u1292@company.com,user_1292,2024-08-28 14:26:03,S007
U1788,2024-03-22,East,Clothing,2768.89,673.59,Inactive,Mumbai,33,Standard,u1788@company.com,user_1788,2024-03-22 16:24:48,S016
U1139,2025-05-06,South,Groceries,3441.35,1069.49,Active,Delhi,54,Basic,u1139@gmail.com,user_1139,2025-05-06 22:34:47,S012
U1781,2024-04-20,South,Furniture,2910.5,,Inactive,Delhi,45,Premium,u1781@outlook.com,user_1781,2024-04-20 20:05:06,S018
U1338,2024-04-15,North,Electronics,3872.88,1143.27,Inactive,Ahmedabad,27,Premium,u1338@yahoo.com,user_1338,2024-04-15 04:49:27,S013
U1089,2024-09-26,East,Furniture,4173.13,1006.4,,Jaipur,41,Basic,u1089@company.com,user_1089,2024-09-26 22:45:03,S025
U1483,2025-06-18,East,Electronics,900.24,1435.38,Pending,Kolkata,33,Standard,u1483@gmail.com,user_1483,2025-06-18 00:04:39,S015
U1293,2025-04-05,East,Furniture,2030.27,,Pending,Kolkata,56,Basic,u1293@gmail.com,user_1293,2025-04-05 20:26:26,S014
U1609,2024-06-05,East,Office Supplies,1933.23,573.62,,Mumbai,23,Free,u1609@yahoo.com,,2024-06-05 16:46:46,S012
U1724,2025-05-16,North,Electronics,3708.31,755.57,,Delhi,48,Basic,u1724@company.com,user_1724,2025-05-16 08:10:31,S017
U1210,2025-01-16,East,Toys,432.92,1369.72,Inactive,Pune,28,Basic,u1210@company.com,user_1210,2025-01-16 22:18:57,S008
U1006,2024-09-08,South,Office Supplies,1469.45,539.37,,Delhi,57,Basic,u1006@company.com,user_1006,2024-09-08 04:51:27,S014
U1203,2024-06-25,East,Toys,4136.41,1036.75,,Mumbai,65,Basic,u1203@outlook.com,user_1203,2024-06-25 23:43:54,S024
U1486,2024-09-09,North,Furniture,1846.84,1644.52,Active,Bangalore,53,Premium,u1486@gmail.com,user_1486,2024-09-09 21:15:16,S018
U1319,2024-08-01,West,Electronics,3788.09,967.05,Inactive,Kolkata,30,Free,u1319@company.com,user_1319,2024-08-01 06:15:53,S012
U1180,2024-09-11,South,Clothing,3129.02,264.59,Inactive,Bangalore,36,Premium,u1180@gmail.com,user_1180,2024-09-11 22:08:02,S010
U1458,2024-09-30,North,Groceries,2454.22,217.93,Inactive,Surat,59,Free,u1458@outlook.com,user_1458,2024-09-30 19:50:04,S009
U1169,2024-01-09,West,Clothing,1025.51,1971.77,Inactive,Bangalore,59,Free,u1169@company.com,user_1169,2024-01-09 18:20:17,S021
U1081,2025-01-03,South,Clothing,880.44,1015.53,,Kolkata,65,Free,,user_1081,2025-01-03 02:48:58,S010
U1769,2025-01-02,South,Office Supplies,544.39,516.98,,Delhi,15,Premium,u1769@company.com,user_1769,2025-01-02 13:51:33,S005
U1209,2024-10-30,East,Furniture,4152.63,1344.79,Inactive,Mumbai,30,Basic,u1209@outlook.com,user_1209,2024-10-30 13:13:41,S004
U1758,2025-03-05,East,Office Supplies,1278.9,646.67,Active,Bangalore,22,Premium,u1758@gmail.com,user_1758,2025-03-05 02:56:29,S010
U1662,2024-08-25,West,Furniture,699.08,1767.34,Active,Pune,35,Premium,u1662@outlook.com,user_1662,2024-08-25 01:33:13,S021
U1503,2024-11-07,South,Clothing,4672.66,825.59,Active,Hyderabad,33,Standard,u1503@company.com,user_1503,2024-11-07 04:27:30,S013
U1121,2025-03-02,East,Groceries,1932.87,601.73,,Delhi,54,Premium,u1121@gmail.com,user_1121,2025-03-02 06:40:13,S009
U1677,2024-11-07,South,Electronics,1250.92,847.24,Pending,Bangalore,54,Free,u1677@yahoo.com,user_1677,2024-11-07 06:21:22,S023
U1511,2024-01-31,South,Furniture,4721.32,1966.98,Active,Chennai,50,Basic,u1511@gmail.com,,2024-01-31 03:00:11,S008
U1183,2025-01-26,North,Furniture,1548.63,1522.74,,Pune,27,Standard,u1183@company.com,user_1183,2025-01-26 17:21:51,S018
U1872,2025-06-10,South,Groceries,1983.83,134.58,Active,Mumbai,63,Free,u1872@gmail.com,user_1872,2025-06-10 06:52:39,S011
U1656,2024-06-03,West,Toys,4901.23,1752.87,Pending,Delhi,58,Standard,u1656@outlook.com,user_1656,2024-06-03 00:52:17,S017
U1460,2024-11-11,South,Groceries,1998.03,1526.82,,Mumbai,41,Standard,u1460@yahoo.com,user_1460,2024-11-11 08:01:52,S023
U1438,2024-09-13,East,Electronics,2254.33,1369.55,Inactive,Bangalore,19,Basic,u1438@yahoo.com,user_1438,2024-09-13 12:30:26,S023
U1016,2024-02-08,West,Clothing,1538.04,144.43,Pending,Delhi,43,Free,u1016@outlook.com,user_1016,2024-02-08 21:03:45,S010
U1685,2024-11-04,East,Office Supplies,3221.66,502.79,Active,Mumbai,36,Free,u1685@yahoo.com,user_1685,2024-11-04 14:10:03,S020
U1864,2024-03-12,East,Electronics,1952.9,1561.86,Active,Bangalore,37,Standard,u1864@company.com,user_1864,2024-03-12 20:05:23,S018
U1570,2024-01-14,North,Office Supplies,3748.4,1681.27,Active,Chennai,46,Premium,u1570@yahoo.com,user_1570,2024-01-14 18:20:16,S009
U1528,2024-08-07,West,Clothing,382.94,425.01,Inactive,Mumbai,59,Standard,u1528@yahoo.com,user_1528,2024-08-07 15:33:42,S006
U1264,2024-06-18,West,Office Supplies,462.73,704.95,Inactive,Delhi,17,Standard,u1264@yahoo.com,user_1264,2024-06-18 19:49:14,S015
U1713,2024-04-21,North,Electronics,224.2,918.7,Active,Chennai,48,Free,u1713@yahoo.com,user_1713,2024-04-21 00:17:23,S005
U1718,2024-08-26,East,Electronics,3663.48,380.01,,Jaipur,16,Standard,u1718@company.com,user_1718,2024-08-26 19:34:27,S006
U1425,2024-01-21,West,Toys,4159.75,312.18,,Mumbai,53,Standard,u1425@company.com,user_1425,2024-01-21 00:19:17,S015
U1581,2024-05-25,East,Clothing,2733.52,85.55,Active,Mumbai,29,Premium,u1581@gmail.com,user_1581,2024-05-25 19:12:51,S005
U1830,2024-12-13,East,Groceries,1532.63,411.5,Active,Hyderabad,49,Basic,u1830@gmail.com,user_1830,2024-12-13 18:25:51,S008
U1356,2024-05-09,West,Furniture,2170.62,1400.47,Pending,Mumbai,49,Standard,u1356@gmail.com,user_1356,2024-05-09 20:21:56,S020
U1314,2024-12-18,South,Toys,733.44,246.98,Inactive,Delhi,59,Basic,u1314@company.com,user_1314,2024-12-18 17:39:44,S022
U1445,2024-10-09,South,Office Supplies,2446.95,,Pending,Lucknow,61,Free,u1445@yahoo.com,user_1445,2024-10-09 04:19:00,S013
U1701,2024-01-31,East,Office Supplies,107.83,1755.13,,Bangalore,64,Premium,u1701@company.com,user_1701,2024-01-31 09:31:26,S016
U1689,2024-06-12,South,Electronics,2831.17,652.49,Inactive,Kolkata,29,Free,u1689@gmail.com,user_1689,2024-06-12 09:39:16,S006
U1200,2024-01-13,South,Electronics,311.33,378.19,,Hyderabad,56,Standard,u1200@gmail.com,user_1200,2024-01-13 04:10:18,S024
U1007,2024-01-12,North,Groceries,4742.21,415.97,Inactive,Kolkata,50,Standard,,user_1007,2024-01-12 22:06:38,S014
U1432,2024-07-06,North,Clothing,1286.54,891.83,Active,Mumbai,49,Premium,u1432@yahoo.com,user_1432,2024-07-06 15:30:13,S013
U1560,2025-06-18,North,Toys,576.3,989.92,,Mumbai,54,Basic,u1560@company.com,user_1560,2025-06-18 06:45:21,S004
U1422,2025-05-09,West,Electronics,2009.38,1679.98,,Pune,33,Premium,u1422@outlook.com,user_1422,2025-05-09 15:08:13,S003
U1067,2024-06-09,North,Office Supplies,1693.48,48.77,Pending,Jaipur,17,Premium,u1067@outlook.com,user_1067,2024-06-09 04:27:56,S006
U1225,2024-03-16,West,Electronics,4898.42,1894.29,Inactive,Mumbai,54,Free,u1225@yahoo.com,user_1225,2024-03-16 19:32:18,S005
U1006,2024-04-26,North,Office Supplies,2010.44,1920.62,Inactive,Mumbai,36,Free,u1006@gmail.com,user_1006,2024-04-26 15:09:40,S015
U1328,2024-06-11,West,Toys,3605.08,470.71,,Bangalore,17,Basic,u1328@company.com,,2024-06-11 18:56:33,S017
U1592,2025-01-16,South,Groceries,1927.57,1299.75,Pending,Delhi,57,Premium,u1592@gmail.com,user_1592,2025-01-16 18:59:00,S002
U1101,2025-06-04,East,Office Supplies,4493.67,1204.17,Active,Bangalore,35,Premium,u1101@company.com,user_1101,2025-06-04 03:41:02,S014
U1648,2024-07-16,North,Groceries,3303.72,1213.84,,Pune,35,Free,u1648@yahoo.com,user_1648,2024-07-16 03:34:07,S022
U1388,2024-01-12,South,Electronics,1276.84,1170.28,Active,Pune,38,Basic,u1388@outlook.com,user_1388,2024-01-12 20:55:27,S015
U1320,2024-07-23,South,Clothing,1293.76,1346.4,Inactive,Jaipur,55,Basic,u1320@yahoo.com,user_1320,2024-07-23 23:29:17,S021
U1854,2024-05-15,East,Groceries,3200.48,1337.77,Inactive,Hyderabad,35,Premium,u1854@company.com,user_1854,2024-05-15 12:21:34,S002
U1852,2025-02-08,East,Clothing,1606.22,1421.62,Inactive,Mumbai,52,Standard,u1852@gmail.com,user_1852,2025-02-08 00:03:01,S020
U1613,2024-05-04,West,Electronics,4289.38,1316.23,Inactive,Jaipur,59,Basic,u1613@company.com,user_1613,2024-05-04 02:40:29,S009
U1719,2025-03-31,South,Clothing,147.16,492.83,Pending,Bangalore,40,Premium,u1719@gmail.com,user_1719,2025-03-31 22:27:26,S016
U1197,2024-09-14,North,Furniture,259.44,184.68,,Delhi,44,Premium,u1197@yahoo.com,user_1197,2024-09-14 10:05:40,S019
U1806,2024-01-27,East,Office Supplies,1598.58,1591.43,Pending,Kolkata,31,Basic,u1806@yahoo.com,user_1806,2024-01-27 18:34:30,S010
U1207,2025-01-28,North,Clothing,2477.53,403.95,Pending,Hyderabad,17,Free,u1207@gmail.com,user_1207,2025-01-28 00:11:51,S010
U1306,2024-03-29,West,Toys,4211.58,457.34,Pending,Mumbai,43,Standard,u1306@outlook.com,user_1306,2024-03-29 15:02:33,S020
U1240,2025-06-10,North,Clothing,855.81,668.48,,Delhi,35,Free,u1240@company.com,user_1240,2025-06-10 08:19:55,S006
U1734,2024-05-04,South,Furniture,1728.06,1624.82,Inactive,Lucknow,38,Standard,u1734@company.com,user_1734,2024-05-04 18:34:44,S020
U1829,2024-10-01,East,Furniture,2587.84,354.98,Pending,Kolkata,49,Basic,,user_1829,2024-10-01 08:47:04,S007
U1554,2024-10-26,West,Furniture,166.75,223.2,,Bangalore,19,Premium,u1554@yahoo.com,,2024-10-26 03:23:58,S003
U1458,2024-01-16,West,Office Supplies,3329.98,662.04,,Mumbai,29,Basic,u1458@yahoo.com,user_1458,2024-01-16 03:46:34,S013
U1814,2024-12-30,South,Electronics,2470.8,274.35,Inactive,Delhi,20,Basic,u1814@outlook.com,user_1814,2024-12-30 06:39:00,S003
U1321,2024-12-31,West,Electronics,831.65,1626.79,Active,Mumbai,22,Standard,u1321@yahoo.com,user_1321,2024-12-31 11:51:41,S022
U1385,2025-04-16,North,Groceries,930.18,1885.5,Active,Bangalore,34,Premium,u1385@gmail.com,user_1385,2025-04-16 06:34:04,S009
U1561,2024-05-18,East,Toys,957.88,1716.67,Pending,Kolkata,54,Premium,u1561@company.com,user_1561,2024-05-18 16:27:21,S007
U1222,2024-12-03,North,Clothing,4015.58,1154.67,Inactive,Hyderabad,63,Standard,u1222@company.com,user_1222,2024-12-03 15:50:30,S003
U1327,2025-03-09,North,Furniture,1686.81,115.23,Active,Mumbai,42,Basic,u1327@gmail.com,user_1327,2025-03-09 08:11:45,S024
U1661,2024-11-07,North,Office Supplies,1133.41,140.51,,Chennai,50,Free,u1661@yahoo.com,user_1661,2024-11-07 08:32:12,S010
U1435,2024-04-28,East,Clothing,4783.76,701.68,,Chennai,64,Free,u1435@company.com,user_1435,2024-04-28 21:15:01,S010
U1619,2024-06-29,West,Clothing,2443.1,384.48,Active,Delhi,47,Premium,u1619@yahoo.com,user_1619,2024-06-29 19:30:12,S014
U1150,2024-12-14,East,Furniture,1704.95,182.23,Active,Bangalore,25,Basic,u1150@gmail.com,user_1150,2024-12-14 21:25:26,S024
U1712,2024-07-21,East,Office Supplies,4498.07,1820.06,,Bangalore,63,Basic,u1712@gmail.com,user_1712,2024-07-21 01:46:02,S019
U1255,2024-08-26,North,Office Supplies,504.93,1836.58,Active,Kolkata,65,Free,u1255@gmail.com,user_1255,2024-08-26 09:02:46,S019
U1011,2024-01-28,West,Toys,200.22,1517.54,Active,Mumbai,27,Free,u1011@gmail.com,user_1011,2024-01-28 17:41:23,S002
U1787,2024-05-02,East,Toys,224.22,49.39,,Lucknow,56,Free,u1787@company.com,user_1787,2024-05-02 23:15:43,S016
U1446,2025-02-05,North,Furniture,224.62,665.17,Pending,Delhi,23,Basic,u1446@company.com,user_1446,2025-02-05 16:28:46,S013
U1673,2025-01-27,West,Electronics,2827.51,1731.57,Active,Mumbai,53,Basic,u1673@gmail.com,user_1673,2025-01-27 02:37:17,S019
U1182,2024-05-11,West,Office Supplies,972.23,1694.9,Inactive,Mumbai,16,Standard,u1182@gmail.com,user_1182,2024-05-11 06:48:25,S017
U1136,2024-08-13,North,Groceries,2962.5,,Inactive,Kolkata,42,Basic,u1136@company.com,user_1136,2024-08-13 23:01:06,S016
U1286,2025-05-08,North,Toys,3778.52,168.49,Active,Mumbai,16,Basic,u1286@outlook.com,user_1286,2025-05-08 16:37:51,S025
U1740,2024-11-03,West,Clothing,1784.41,1262.67,Pending,Pune,62,Standard,u1740@outlook.com,user_1740,2024-11-03 21:31:54,S013
U1294,2025-06-15,South,Groceries,715.08,980.42,Inactive,Bangalore,34,Standard,u1294@gmail.com,user_1294,2025-06-15 21:44:35,S012
U1330,2024-03-09,North,Clothing,4344.85,1810.16,Active,Pune,26,Basic,u1330@gmail.com,user_1330,2024-03-09 17:25:14,S019
U1110,2024-05-25,South,Toys,3965.14,348.93,Inactive,Mumbai,25,Premium,u1110@yahoo.com,user_1110,2024-05-25 06:16:33,S014
U1272,2024-02-27,East,Groceries,4240.2,716.06,Inactive,Mumbai,52,Standard,u1272@outlook.com,user_1272,2024-02-27 00:45:44,S012
U1190,2025-05-01,East,Clothing,2954.76,762.04,Active,Delhi,21,Standard,u1190@gmail.com,user_1190,2025-05-01 15:21:21,S021
U1271,2024-09-21,South,Electronics,3041.13,1220.83,Inactive,Delhi,54,Standard,u1271@company.com,user_1271,2024-09-21 02:00:53,S013
U1561,2024-05-06,East,Clothing,4260.53,443.48,Inactive,Mumbai,35,Standard,u1561@outlook.com,user_1561,2024-05-06 19:44:47,S006
U1104,2025-02-05,West,Groceries,4351.7,1921.1,,Mumbai,44,Basic,u1104@yahoo.com,user_1104,2025-02-05 20:37:11,S001
U1861,2024-04-26,South,Electronics,3256.16,1865.98,Pending,Bangalore,32,Free,u1861@company.com,user_1861,2024-04-26 17:09:24,S007
U1873,2025-02-02,South,Electronics,4046.01,810.89,Inactive,Mumbai,55,Free,u1873@gmail.com,user_1873,2025-02-02 23:14:53,S022
U1836,2025-03-28,East,Office Supplies,1380.53,1617.39,,Mumbai,29,Free,u1836@company.com,user_1836,2025-03-28 05:29:11,S006
U1066,2025-03-23,East,Groceries,930.52,874.46,Inactive,Bangalore,35,Basic,u1066@gmail.com,user_1066,2025-03-23 05:50:59,S017
U1116,2025-03-20,East,Office Supplies,2825.11,64.89,Pending,Mumbai,28,Free,,user_1116,2025-03-20 03:56:49,S019
U1010,2024-10-03,South,Electronics,601.03,1410.49,Inactive,Bangalore,58,Basic,u1010@company.com,user_1010,2024-10-03 20:53:54,S018
U1433,2024-11-23,North,Toys,4672.93,1330.85,Inactive,Mumbai,15,Free,u1433@outlook.com,user_1433,2024-11-23 15:43:29,S005
U1879,2024-02-25,South,Office Supplies,1017.27,1817.92,Active,Delhi,57,Free,u1879@company.com,user_1879,2024-02-25 10:54:37,S019
U1138,2025-02-25,West,Office Supplies,4341.89,1733.5,Inactive,Mumbai,35,Basic,u1138@company.com,user_1138,2025-02-25 18:40:17,S021
U1162,2024-09-06,North,Office Supplies,4170.4,573.78,Inactive,Mumbai,26,Free,u1162@outlook.com,user_1162,2024-09-06 13:50:00,S006
